Employee ID,Gender,Job Level,Performance Rating,PromotionChance,Department,FTE group,Time type,Time in Job Level,Age,Nationality,Last hire date,Years since last hire,Position,Salary,Fiscal Year,State,MaritalStatus,RecruitmentSource,PerformanceScore,EngagementSurvey,EmployeeSatisfaction,DateOfBirth
382,Male,6 - Junior Officer,0,No,Internal Services,1.0,Full Time,3,24,Switzerland,2018-04-01,3,6,1540,21,MA,Single,Indeed,,4.102447552447552,3.87995337995338,07/07/1986
321,Male,3 - Senior Manager,0,No,Operations,1.0,Full Time,4,39,Switzerland,2011-04-01,10,3,2930,21,MA,Divorced,LinkedIn,,4.102447552447552,3.87995337995338,09/19/1956
320,Female,5 - Senior Officer,0,No,Sales & Marketing,1.0,Full Time,1,32,Switzerland,2020-04-01,1,5,1810,21,MA,Single,CareerBuilder,,4.102447552447552,3.87995337995338,07/02/1960
450,Male,5 - Senior Officer,0,No,Operations,1.0,Full Time,4,31,Switzerland,2013-04-01,8,5,1820,21,MA,Married,Diversity Job Fair,,4.102447552447552,3.87995337995338,03/05/1966
419,Male,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,4,22,Switzerland,2017-04-01,4,6,1550,21,MA,Single,Google Search,,4.102447552447552,3.87995337995338,10/03/1979
367,Female,5 - Senior Officer,0,No,Sales & Marketing,1.0,Full Time,1,30,Switzerland,2020-04-01,1,5,1820,21,MA,Single,Indeed,,4.102447552447552,3.87995337995338,05/23/1980
467,Male,1 - Executive,0,No,Sales & Marketing,1.0,Full Time,6,49,Switzerland,2015-04-01,6,1,8490,21,MA,Single,Website,,4.102447552447552,3.87995337995338,09/09/1986
445,Male,4 - Manager,0,No,Internal Services,1.0,Full Time,4,35,Switzerland,2012-04-01,9,4,2250,21,MA,Married,Employee Referral,,4.102447552447552,3.87995337995338,05/24/1961
370,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,2,29,Switzerland,2019-04-01,2,6,1560,21,TN,Married,LinkedIn,,4.102447552447552,3.87995337995338,11/27/1952
335,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,4,23,Switzerland,2017-04-01,4,6,1560,21,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,08/29/1967
422,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,3,25,Switzerland,2018-04-01,3,6,1560,21,NH,Single,Indeed,,4.102447552447552,3.87995337995338,05/30/1978
391,Male,4 - Manager,0,No,Internal Services,1.0,Full Time,6,37,Switzerland,2012-04-01,9,4,2250,21,MA,Single,Google Search,,4.102447552447552,3.87995337995338,08/08/1951
388,Male,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,4,26,Switzerland,2017-04-01,4,6,1560,21,MA,Single,Diversity Job Fair,,4.102447552447552,3.87995337995338,08/21/1955
489,Male,4 - Manager,0,No,Operations,1.0,Full Time,0,30,Switzerland,2020-04-01,0,4,2100,20,MA,Married,Indeed,,4.102447552447552,3.87995337995338,11/25/1984
478,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,0,25,Switzerland,2020-04-01,0,6,1410,20,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,05/17/1971
397,Male,4 - Manager,0,No,Sales & Marketing,1.0,Full Time,0,32,Switzerland,2020-04-01,0,4,2120,20,MA,Divorced,LinkedIn,,4.102447552447552,3.87995337995338,10/06/1983
405,Male,1 - Executive,0,No,Strategy,1.0,Full Time,5,47,Switzerland,2012-04-01,8,1,8370,20,MA,Married,Employee Referral,,4.102447552447552,3.87995337995338,11/20/1969
490,Male,3 - Senior Manager,0,No,Finance,1.0,Full Time,0,33,Switzerland,2020-04-01,0,3,2840,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,01/27/1967
480,Male,3 - Senior Manager,0,No,Sales & Marketing,1.0,Full Time,0,38,Switzerland,2020-04-01,0,3,2850,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,01/30/1954
424,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,0,22,Switzerland,2020-04-01,0,6,1460,20,KY,Single,LinkedIn,,4.102447552447552,3.87995337995338,09/05/1981
410,Male,5 - Senior Officer,0,No,Sales & Marketing,1.0,Full Time,0,27,Switzerland,2020-04-01,0,5,1740,20,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,02/01/1986
368,Male,5 - Senior Officer,0,No,Sales & Marketing,1.0,Full Time,0,29,Switzerland,2020-04-01,0,5,1780,20,NH,Married,LinkedIn,,4.102447552447552,3.87995337995338,09/27/1956
341,Female,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,0,26,Switzerland,2020-04-01,0,6,1520,20,MA,Married,Indeed,,4.102447552447552,3.87995337995338,10/04/1957
343,Female,1 - Executive,0,No,HR,1.0,Full Time,2,47,Switzerland,2017-04-01,3,1,8470,20,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,08/29/1987
468,Male,1 - Executive,0,No,Strategy,1.0,Full Time,2,31,Switzerland,2013-04-01,7,1,8480,20,MA,Married,Indeed,,4.102447552447552,3.87995337995338,07/29/1960
320,Female,5 - Senior Officer,0,No,Sales & Marketing,1.0,Full Time,0,31,Switzerland,2020-04-01,0,5,1810,20,MA,Married,CareerBuilder,,4.102447552447552,3.87995337995338,04/04/1955
367,Female,5 - Senior Officer,0,No,Sales & Marketing,1.0,Full Time,0,29,Switzerland,2020-04-01,0,5,1820,20,CT,Married,LinkedIn,,4.102447552447552,3.87995337995338,08/08/1980
433,Male,2 - Director,0,No,Operations,1.0,Full Time,2,36,Switzerland,2017-04-01,2,2,4170,19,MA,Single,Indeed,,4.102447552447552,3.87995337995338,05/17/1965
371,Male,6 - Junior Officer,0,No,Operations,1.0,Full Time,0,25,Switzerland,2019-04-01,0,6,1410,19,MA,Married,Google Search,,4.102447552447552,3.87995337995338,01/10/1980
473,Female,4 - Manager,0,Yes,Operations,1.0,Full Time,2,48,Switzerland,2012-04-01,7,4,2130,19,MA,Married,Indeed,,4.102447552447552,3.87995337995338,04/30/1990
488,Female,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,0,25,Switzerland,2019-04-01,0,6,1450,19,MA,Single,Employee Referral,,4.102447552447552,3.87995337995338,03/30/1971
323,Male,5 - Senior Officer,0,No,Sales & Marketing,1.0,Full Time,2,23,Switzerland,2017-04-01,2,5,1740,19,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,11/16/1964
408,Male,5 - Senior Officer,0,No,Sales & Marketing,1.0,Full Time,4,25,Switzerland,2015-04-01,4,5,1770,19,ME,Single,Indeed,,4.102447552447552,3.87995337995338,08/21/1971
333,Male,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,0,25,Switzerland,2019-04-01,0,6,1510,19,ID,Separated,Employee Referral,,4.102447552447552,3.87995337995338,12/28/1960
337,Male,2 - Director,0,No,Strategy,1.0,Full Time,3,42,Switzerland,2016-04-01,3,2,4280,19,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,07/02/1965
352,Male,6 - Junior Officer,0,No,Sales & Marketing,1.0,Full Time,0,28,Switzerland,2019-04-01,0,6,1530,19,MA,Married,Indeed,,4.102447552447552,3.87995337995338,04/20/1987
370,Female,6 - Junior Officer,0,No,Operations,1.0,Full Time,0,27,Switzerland,2019-04-01,0,6,1560,19,MA,Married,Indeed,,4.102447552447552,3.87995337995338,02/27/1976
324,Male,3 - Senior Manager,2,Yes,Internal Services,1.0,Full Time,1,35,Switzerland,2013-04-01,7,3,2790,20,MA,Divorced,LinkedIn,,4.102447552447552,3.87995337995338,07/30/1967
409,Female,6 - Junior Officer,2,Yes,Sales & Marketing,1.0,Full Time,5,24,Switzerland,2015-04-01,5,6,1400,20,MA,Married,CareerBuilder,,4.102447552447552,3.87995337995338,01/01/1968
390,Male,6 - Junior Officer,2,Yes,Internal Services,1.0,Full Time,2,24,Switzerland,2018-04-01,2,6,1400,20,MA,Married,Google Search,,4.102447552447552,3.87995337995338,06/13/1975
377,Female,6 - Junior Officer,2,Yes,Strategy,1.0,Full Time,3,24,Switzerland,2017-04-01,3,6,1410,20,MA,Single,CareerBuilder,,4.102447552447552,3.87995337995338,01/26/1960
371,Male,6 - Junior Officer,2,Yes,Operations,1.0,Full Time,1,26,Switzerland,2019-04-01,1,6,1410,20,MA,Divorced,Google Search,,4.102447552447552,3.87995337995338,06/05/1953
393,Male,5 - Senior Officer,2,Yes,Operations,1.0,Full Time,3,28,Switzerland,2011-04-01,9,5,1700,20,MA,Married,CareerBuilder,,4.102447552447552,3.87995337995338,09/21/1971
495,Female,6 - Junior Officer,2,Yes,Operations,1.0,Full Time,3,22,Switzerland,2017-04-01,3,6,1420,20,MA,Married,Diversity Job Fair,,4.102447552447552,3.87995337995338,10/26/1988
462,Male,4 - Manager,2,Yes,Operations,1.0,Full Time,3,39,Switzerland,2016-04-01,4,4,2120,20,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,11/12/1975
361,Male,3 - Senior Manager,2,Yes,Internal Services,1.0,Full Time,4,38,Switzerland,2011-04-01,9,3,2820,20,MA,Single,CareerBuilder,,4.102447552447552,3.87995337995338,06/06/1959
473,Female,4 - Manager,2,Yes,Operations,1.0,Full Time,3,49,Switzerland,2012-04-01,8,4,2130,20,MA,Single,Diversity Job Fair,,4.102447552447552,3.87995337995338,09/06/1988
345,Female,6 - Junior Officer,2,Yes,Sales & Marketing,1.0,Full Time,3,22,Switzerland,2017-04-01,3,6,1440,20,VT,Separated,Indeed,,4.102447552447552,3.87995337995338,12/13/1987
416,Male,3 - Senior Manager,2,Yes,Strategy,1.0,Full Time,2,39,Switzerland,2012-04-01,8,3,2840,20,MA,Married,Indeed,,4.102447552447552,3.87995337995338,03/15/1973
465,Male,3 - Senior Manager,2,Yes,Sales & Marketing,1.0,Full Time,2,33,Switzerland,2014-04-01,6,3,2840,20,MA,Divorced,LinkedIn,,4.102447552447552,3.87995337995338,06/24/1988
332,Male,6 - Junior Officer,2,Yes,Operations,1.0,Full Time,2,21,Switzerland,2018-04-01,2,6,1450,20,MA,Married,Google Search,,4.102447552447552,3.87995337995338,12/13/1961
488,Female,6 - Junior Officer,2,Yes,Sales & Marketing,1.0,Full Time,1,26,Switzerland,2019-04-01,1,6,1450,20,GA,Separated,LinkedIn,,4.102447552447552,3.87995337995338,04/04/1980
457,Male,5 - Senior Officer,2,Yes,Sales & Marketing,1.0,Full Time,3,31,Switzerland,2013-04-01,7,5,1740,20,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,10/23/1958
323,Male,5 - Senior Officer,2,Yes,Sales & Marketing,1.0,Full Time,3,24,Switzerland,2017-04-01,3,5,1740,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,02/19/1968
381,Male,6 - Junior Officer,2,Yes,Finance,1.0,Full Time,2,23,Switzerland,2018-04-01,2,6,1470,20,OR,Married,LinkedIn,,4.102447552447552,3.87995337995338,08/01/1967
477,Female,2 - Director,2,Yes,Internal Services,1.0,Full Time,6,44,Switzerland,2014-04-01,6,2,4250,20,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,11/12/1957
449,Male,6 - Junior Officer,2,Yes,Operations,1.0,Full Time,3,19,Switzerland,2017-04-01,3,6,1480,20,MT,Single,CareerBuilder,,4.102447552447552,3.87995337995338,07/19/1958
407,Male,2 - Director,2,Yes,Internal Services,1.0,Full Time,3,61,Switzerland,2015-04-01,5,2,4260,20,MA,Married,CareerBuilder,,4.102447552447552,3.87995337995338,12/14/1951
356,Male,5 - Senior Officer,2,Yes,Sales & Marketing,1.0,Full Time,3,32,Switzerland,2017-04-01,3,5,1760,20,MA,Separated,Indeed,,4.102447552447552,3.87995337995338,12/25/1983
448,Male,3 - Senior Manager,2,Yes,Operations,1.0,Full Time,3,33,Switzerland,2015-04-01,5,3,2870,20,MA,Single,LinkedIn,,4.102447552447552,3.87995337995338,08/31/1953
383,Male,3 - Senior Manager,2,No,Sales & Marketing,1.0,Full Time,3,28,Switzerland,2011-04-01,9,3,2880,20,MA,Married,Indeed,,4.102447552447552,3.87995337995338,08/18/1980
331,Female,6 - Junior Officer,2,Yes,Sales & Marketing,1.0,Full Time,3,24,Switzerland,2017-04-01,3,6,1490,20,MA,Married,Google Search,,4.102447552447552,3.87995337995338,10/01/1955
408,Male,5 - Senior Officer,2,Yes,Sales & Marketing,1.0,Full Time,5,26,Switzerland,2015-04-01,5,5,1770,20,MA,Married,Google Search,,4.102447552447552,3.87995337995338,01/31/1969
453,Male,2 - Director,2,Yes,Sales & Marketing,1.0,Full Time,4,39,Switzerland,2012-04-01,8,2,4270,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,07/24/1982
357,Female,6 - Junior Officer,2,Yes,Operations,1.0,Full Time,3,27,Switzerland,2017-04-01,3,6,1510,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,04/07/1968
337,Male,2 - Director,2,Yes,Strategy,1.0,Full Time,4,43,Switzerland,2016-04-01,4,2,4280,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,08/30/1955
439,Female,6 - Junior Officer,2,No,Internal Services,1.0,Full Time,3,30,Switzerland,2017-04-01,3,6,1510,20,MA,Married,LinkedIn,,4.102447552447552,3.87995337995338,12/21/1990
472,Male,6 - Junior Officer,2,Yes,Internal Services,1.0,Full Time,2,23,Switzerland,2018-04-01,2,6,1510,20,MA,Single,Employee Referral,,4.102447552447552,3.87995337995338,10/11/1956
373,Male,4 - Manager,2,Yes,Operations,1.0,Full Time,2,34,Switzerland,2012-04-01,8,4,2210,20,MA,Separated,Google Search,,4.102447552447552,3.87995337995338,04/05/1985
417,Male,3 - Senior Manager,2,Yes,Operations,1.0,Full Time,2,36,Switzerland,2018-04-01,2,3,2910,20,MA,Single,Indeed,,4.102447552447552,3.87995337995338,04/03/1970
352,Male,6 - Junior Officer,2,Yes,Sales & Marketing,1.0,Full Time,1,29,Switzerland,2019-04-01,1,6,1530,20,MA,Widowed,CareerBuilder,,4.102447552447552,3.87995337995338,09/08/1979
446,Male,2 - Director,2,Yes,Sales & Marketing,1.0,Full Time,6,41,Switzerland,2014-04-01,6,2,4310,20,CT,Single,Google Search,,4.102447552447552,3.87995337995338,02/13/1965
